NHPDPropertyID,PropertyName,Latitude,Longitude,PropertyStatus,TotalUnits,EarliestStartDate,EarliestEndDate,LatestEndDate
1063201,ARC/HDS FRANKLIN CO GH,36.0775100,-78.2265300,Active,6,3/1/21,2/28/34,2/28/34
1063229,UNIVERSITY PARK APARTMENTS,35.4646300,-80.6017200,Active,100,4/1/74,2/28/34,12/1/52
1063269,STANLEY SQUARE,35.3701500,-81.1010500,Active,41,3/1/82,3/1/34,9/30/38
1119621,PINNACLE HILL,36.4122000,-80.4996200,Active,48,6/13/84,3/1/34,3/1/34
1065276,DOUGLAS AVENUE NEW HOMES-MHCDC,35.6102500,-77.3825700,Active,3,3/13/14,3/13/34,3/13/34
1063267,VILLAGE GREEN APARTMENTS,34.9260460,-79.7634210,Active,48,11/1/83,3/15/34,10/1/35
1116288,RIVER TRAIL APARTMENTS,36.0153750,-82.1583570,Active,14,6/5/84,3/28/34,3/28/34
1063325,RICHARDSON COURT,35.9617700,-77.9624200,Active,50,9/1/74,3/31/34,1/1/40
1064349,CAC OF WILKES CO,36.1564950,-81.1289110,Active,11,4/1/20,3/31/34,3/31/34
1065397,SALLY'S WAY,35.6354000,-77.9318000,Active,16,3/10/08,3/31/34,3/31/34
1064986,TOWN OF DAVIDSON,35.5000690,-80.8532080,Active,2,4/11/14,4/11/34,4/11/34
1063047,ARC/HDS SURRY COUNTY GROUP HOME #5 (ICF/MR),36.4769300,-80.6150500,Active,7,4/21/21,4/20/34,4/20/34
1121682,LAURELWOOD APARTMENTS,34.9915100,-78.3296990,Active,20,5/3/84,4/21/34,4/21/34
1009631,SCOTTISH GLEN II APARTMENTS,34.7601410,-79.4924970,Active,40,1/1/11,5/1/34,1/1/41
1063371,WESBURY PLAZA,35.4524700,-80.6032000,Active,40,5/2/20,5/1/34,5/1/34
1065107,,35.5803300,-82.6082400,Active,72,5/1/14,5/1/34,5/1/34
1063357,FUQUAY-VARINA HOMES FOR THE ELDERLY,35.5703920,-78.8021850,Active,60,1/1/79,5/2/34,11/1/40
1119485,GRIFFIN APARTMENTS,34.4999900,-79.1101300,Active,50,9/14/78,5/7/34,5/7/34
1117977,OLD FARM APARTMENTS,36.4230930,-77.7146790,Active,44,5/24/84,5/12/34,5/12/34
1065197,THE ARC OF NC,35.9070800,-79.0122800,Active,1,5/13/14,5/13/34,5/13/34
1116249,CENTURY SQUARE APARTMENTS,36.1077900,-80.0928600,Active,44,9/29/83,5/19/34,5/19/34
1118155,INDIAN TRAIL APARTMENTS,35.9196200,-82.2853300,Active,32,6/5/84,5/19/34,5/19/34
1063359,POPLAR STREET APARTMENTS,35.3630000,-77.9878600,Active,44,5/31/20,5/30/34,5/30/34
1065496,,35.9462730,-77.7860940,Active,4,6/4/14,6/4/34,12/6/34
1118828,WOODBRIDGE APARTMENTS LANDURA MANAGEMENT,35.4616300,-82.5317500,Active,52,6/22/84,6/10/34,6/10/34
1121933,CHOWAN GARDENS APARTMENTS,36.0692520,-76.6147060,Active,48,1/28/85,6/10/34,6/10/34
1065391,REPLACEMENT HOUSING RECOVERY PLAN,35.9251120,-77.7921800,Active,2,10/31/13,6/12/34,6/12/34
1118166,OAKDALE VILLAGE,35.3337100,-78.6750600,Active,40,7/17/84,6/12/34,6/12/34
1065394,COLEMAN STREET APARTMENTS,35.7674080,-78.6233540,Active,18,6/16/14,6/16/34,6/30/34
1063104,HAMPTON WOODS II,36.4106300,-77.4342700,Active,15,4/25/90,6/21/34,7/1/51
1063243,RSS LARKHAVEN ROAD GROUP HOME,35.3002300,-80.9265100,Active,7,6/22/20,6/21/34,6/21/34
1063213,ADELAIDE WALTERS APARTMENTS,35.9184300,-79.0574200,Active,24,12/1/06,6/24/34,11/1/41
1065502,GRANITE FALLS APARTMENTS,35.9098300,-78.4679300,Active,72,6/27/14,6/27/34,6/27/34
1063067,RIVERS LANDING,36.2603000,-76.3133500,Active,100,1/1/12,6/30/34,1/1/42
1063102,WOODSTONE APARTMENTS,35.2808640,-80.8108760,Active,50,10/1/80,6/30/34,7/1/34
1063472,WHITE ROCK GARDENS,35.6361200,-80.4259000,Active,30,6/28/85,7/17/34,8/1/47
1065477,MADISON PLACE APARTMENTS,35.9860150,-77.8105560,Active,40,1/1/14,7/28/34,1/1/44
1065056,CIVIC PARK II,35.6733780,-80.4915140,Active,90,8/1/14,7/31/34,1/1/46
1065268,,35.6110490,-77.3865000,Active,2,8/8/14,8/8/34,8/8/34
1008592,BETHEL CDC (CHDO) - 813 TUCKER STREET,35.9055100,-79.0786600,Active,1,9/12/06,8/14/34,8/14/34
1065210,HG1914HIGHLAND EAST DUPLEXES,35.2720630,-81.1858940,Active,4,8/20/14,8/20/34,8/20/34
1063212,CHC OF MONTGOMERY CO,35.2818260,-79.7452600,Active,7,8/22/20,8/21/34,8/21/34
1063122,CHC OF HARNETT CO,35.5102600,-78.7370400,Active,7,8/24/20,8/23/34,8/23/34
1121706,RIVER RIDGE APARTMENTS,36.0926750,-78.2796980,Active,30,10/25/77,8/24/34,8/24/34
1004935,CLANCY HILLS,35.6887600,-80.5134200,Active,88,1/1/90,8/31/34,3/1/45
1019615,WESTVIEW VALLEY APARTMENTS,36.0675700,-79.9036100,Active,100,6/1/79,8/31/34,9/1/49
1063168,BROWNSTONE COMMONS,36.5088600,-79.7044800,Active,104,3/1/73,8/31/34,1/1/36
1063405,DURHAM VILLAGE APARTMENTS,34.5461100,-77.9363700,Active,35,9/1/82,9/1/34,9/1/41
1065035,LAKE RIDGE COMMONS,34.2061900,-77.8936480,Active,75,1/1/12,9/2/34,1/1/42
1064436,MADISON HEIGHTS,35.9903800,-78.9961100,Active,2,11/1/97,9/4/34,9/4/34
1063106,HARMONY HILLS,35.3241200,-81.8643700,Active,40,9/6/20,9/5/34,9/5/34
1063258,CAC OF WATAUGA CO,36.1998440,-81.6723120,Active,11,9/7/20,9/6/34,9/6/34
1063155,AS MECKLENBURG CO GH #3,35.3082400,-80.8928700,Active,7,9/15/20,9/14/34,9/14/34
1121495,UWHARRIE RIDGE APARTMENT COMPLEX,35.3772480,-79.8868630,Active,30,9/26/84,9/14/34,9/14/34
1065570,AME-38 701 MCRAE STREET,34.2440860,-77.9398280,Active,1,9/19/14,9/19/34,9/19/34
1113419,ANDREWS PARK APARTMENTS,35.8474600,-77.0609800,Active,50,9/26/79,9/19/34,1/1/39
1117872,BRENTWOOD VILLAGE,34.7264300,-76.6492000,Active,46,1/17/85,9/24/34,9/24/34
1119792,WIND HILL APARTMENTS,35.1366880,-77.0757510,Active,48,12/19/84,9/25/34,9/25/34
1063123,ARC/HDS GASTON CO GH #7,35.2483000,-81.1953000,Active,6,9/27/20,9/26/34,9/26/34
1063210,CHC OF METROLINA #2,35.1983200,-80.7089500,Active,7,9/28/20,9/27/34,9/27/34
1063124,CHC OF BUNCOMBE CO,35.5707400,-82.5703800,Active,7,9/29/20,9/28/34,9/28/34
1004594,GREENHAVEN TOWNHOUSES,35.2447900,-80.8409000,Active,49,9/1/78,9/29/34,9/29/34
1008475,NEWGATE GARDENS,35.9583200,-79.9974600,Active,136,5/1/77,9/29/34,3/1/45
1063093,RSS OLD BELL ROAD GROUP HOME,35.1343500,-80.7685000,Active,7,10/5/20,10/4/34,10/4/34
1155284,,34.2218010,-77.9396470,Active,1,10/4/19,10/4/34,10/4/34
1155285,,34.2274930,-77.9386200,Active,1,10/4/19,10/4/34,10/4/34
1063315,MOCK PLACE,35.8992230,-80.5604600,Active,45,12/1/06,10/8/34,11/1/41
1116911,IVEY RIDGE,35.4000380,-78.8269450,Active,20,10/24/84,10/12/34,10/12/34
1063199,ASSEMBLY TERRACE,36.1424800,-80.2761000,Inconclusive,60,10/24/19,10/23/34,10/23/34
1063235,HADDEN HALL II,34.2200200,-77.8992800,Active,40,10/31/20,10/30/34,10/30/34
1019717,RSS GAYNELLE DR GROUP HOME,35.2264700,-80.7354400,Active,7,11/1/20,10/31/34,10/31/34
1064300,OAK HILL APARTMENTS,34.9753900,-80.0747000,Active,72,10/1/74,10/31/34,1/1/35
1063321,WEST HICKORY APARTMENTS,35.7270350,-81.3684230,Active,46,11/8/14,11/7/34,11/7/34
1063456,ARC/HDS LEE COUNTY GROUP HOME #2,35.4821600,-79.2186500,Active,7,11/10/20,11/9/34,11/9/34
1117314,DOGWOOD PLACE APARTMENTS,34.5361950,-78.7865410,Active,8,11/17/04,11/10/34,11/10/34
1063214,CAC OF ASHE CO,36.3999700,-81.4883000,Active,7,11/15/20,11/14/34,11/14/34
1155282,,34.2485770,-77.9445510,Active,2,11/22/19,11/22/34,11/22/34
1064235,PINE KNOLL APARTMENTS,35.5202590,-78.3630200,Active,20,11/26/14,11/25/34,11/25/34
1000544,WEST WARREN MANOR,35.2907800,-81.5593280,Active,48,12/1/20,11/30/34,11/30/34
1063055,LAUREL HILL APARTMENTS AKA DARWOOD NORTH LLC,35.3237300,-81.4260000,Active,100,1/1/76,11/30/34,2/1/47
1065050,KINGVIEW/RIVERVIEW/STOKES,36.1856270,-76.4661380,Active,85,12/1/14,11/30/34,11/30/34
1119816,FOX RIDGE APARTMENTS,36.4329500,-77.0895200,Active,32,12/14/84,12/2/34,12/31/36
1063230,ORANGE COMMUNITY RESIDENCE,35.9211200,-79.0840600,Inconclusive,7,12/8/17,12/7/34,12/7/34
1063276,TOMLINSON HILL,35.8861400,-80.1046000,Active,35,11/1/83,12/13/34,12/13/34
1119023,CREEKWOOD COURT APARTMENTS,36.2739170,-76.9833180,Active,20,12/22/04,12/15/34,12/15/34
1063206,MEADOW OAKS APARTMENTS,34.7444300,-77.3676590,Active,100,12/24/14,12/23/34,5/1/48
1063028,THE GRAND AT DAY POINT,35.3555600,-77.9869000,Active,160,8/1/72,12/27/34,8/1/50
1062926,ARC/HDS PERSON COUNTY GH #6,36.3869900,-79.0026000,Active,7,1/1/21,12/31/34,12/31/34
1063020,CHELSEY APARTMENTS,35.3158200,-78.6360500,Active,36,1/1/21,12/31/34,12/31/34
1063294,NEW BETHEL HOMES FOR THE ELDERLY,36.0129500,-78.9392100,Active,45,7/18/86,12/31/34,1/1/45
1063194,SALEM GARDENS APARTMENTS,36.0810130,-80.1827240,Active,151,7/1/81,1/1/35,1/31/40
1064000,BLUE SPRINGS APARTMENTS,34.7862700,-77.3924200,Active,40,1/1/05,1/1/35,1/1/35
1064031,CALVERT PLACE,35.9862450,-78.8915870,Active,75,1/1/05,1/1/35,11/30/37
1064035,CLEVELAND SCHOOL APARTMENTS,35.5663200,-78.5269600,Active,25,1/1/05,1/1/35,1/1/35
1064039,GARDEN WALK VILLAS,36.3395900,-78.3868000,Active,48,1/1/05,1/1/35,1/1/35
1064049,WHITE OAK APARTMENTS,34.2694400,-77.8127100,Active,60,1/1/05,1/1/35,1/1/35
1064444,ROSEHILL GARDEN APARTMENTS,35.0849000,-78.8833600,Active,100,6/1/74,1/1/35,6/30/35
1064551,ARBOR OAKS FKA GATEWAY COMMONS - PHASE III,36.1199400,-80.2473740,Active,72,1/1/05,1/1/35,1/1/35
1064572,MORNING GLORY,35.9967000,-78.8983000,Active,25,1/1/05,1/1/35,11/30/37
1064807,BAILEY SPRINGS APARTMENTS,35.4929200,-81.2381800,Active,28,1/1/05,1/1/35,1/1/35
1106406,FILBERT'S CREEK APARTMENTS,36.0705600,-76.6161200,Active,40,1/1/05,1/1/35,1/1/35
1106501,GRANDVIEW RIDGE,36.1618440,-81.1661660,Active,48,1/1/05,1/1/35,1/1/35
1106937,KINGS ROW APARTMENTS,35.2299330,-81.3809620,Active,56,1/1/05,1/1/35,1/1/35
1106986,TYVOLA CROSSING APARTMENTS,35.2070260,-80.9058870,Active,80,1/1/05,1/1/35,1/1/35
1107021,PENDLETON TOWNHOMES,35.9822760,-78.8506710,Active,88,1/1/05,1/1/35,1/1/35
1107074,HERITAGE CROSSINGS SENIOR APARTMENTS,35.9485930,-78.5213680,Active,120,1/1/05,1/1/35,1/1/35
1107080,LASSITER SQUARE,36.3889100,-79.9648000,Active,36,1/1/05,1/1/35,1/1/35
1107169,DRIFTWOOD APARTMENTS,34.2422770,-77.8992700,Active,15,1/1/05,1/1/35,1/1/35
1107383,GATEWAY PARK,35.7692080,-78.6467070,Active,84,1/1/05,1/1/35,1/1/35
1107512,VINEYARD POINTE,34.2382300,-77.8846900,Active,58,1/1/05,1/1/35,1/1/35
1108319,HUNTERS GLEN,35.4577510,-79.1898540,Active,40,1/1/05,1/1/35,1/1/35
1108435,RIVER VIEW GREEN,36.4418160,-77.6300520,Active,44,1/1/05,1/1/35,1/1/35
1109505,PEMBROKE SQUARE,34.6699400,-79.2050600,Active,48,9/11/86,1/1/35,3/4/35
1111265,HOLLY PARK,34.9726700,-79.2263300,Active,28,1/1/05,1/1/35,10/31/35
1120888,TARBORO SQUARE APARTMENTS,35.8906190,-77.5581690,Active,24,1/1/05,1/1/35,6/6/35
1121415,LAUREL VILLAGE,35.2293820,-82.7210980,Active,29,1/1/05,1/1/35,5/15/36
1146696,COLONIAL RIDGE APARTMENTS,35.5856700,-80.8514710,Active,80,1/1/05,1/1/35,4/1/52
1063525,ROANOKE COMMONS,35.7401500,-78.6111250,Active,65,9/1/06,1/10/35,8/1/41
1063260,CAC OF ROWAN COUNTY,35.7000700,-80.4367600,Active,11,1/13/20,1/12/35,1/12/35
1063369,WESBURY APARTMENTS,35.4520100,-80.6042700,Active,50,7/1/06,1/17/35,6/1/41
1063395,GRANVILLE PLAZA,36.0847900,-80.2544600,Active,42,1/18/21,1/17/35,1/17/35
1064341,MOUNTAIN PLACE,36.5118490,-80.6314170,Active,24,1/18/20,1/17/35,1/17/35
1063148,WOODRIDGE APARTMENTS,36.1046500,-79.4063500,Active,100,10/1/78,1/19/35,4/1/39
1117166,FAIRWAY FOREST II,34.9571070,-78.9715080,Active,48,2/6/85,1/25/35,1/25/35
1065235,FRIENDSHIP CDC 2208 CATHERINE SIMMONS AVENUE,35.2644390,-80.8533940,Active,12,1/27/15,1/27/35,1/27/35
1065701,THE TERRACE AT ROCKY KNOLL,36.0173690,-79.8060560,Active,48,1/1/13,1/27/35,1/1/43
1062982,ARC/HDS ROCKINGHAM COUNTY GROUP HOME #5,36.3820100,-79.9875300,Active,7,1/31/21,1/30/35,1/30/35
1065071,SOUTHSIDE REVITALIZATION PHASE II,35.9874490,-78.9025140,Active,85,1/30/15,1/30/35,1/1/47
1063293,WNC KING NANTAHALA APARTMENTS,35.5922600,-82.5450600,Active,19,6/1/08,2/6/35,5/1/43
1119509,CARROLLHOUSE APARTMENTS,35.0626010,-83.7271060,Active,26,2/19/85,2/7/35,2/7/35
1116627,PITTSBORO VILLAGE APARTMENTS,35.7257900,-79.1853000,Active,28,2/20/85,2/8/35,2/8/35
1121388,BELVEDERE APARTMENTS,36.3604760,-79.6655920,Active,34,1/7/87,2/8/35,2/8/35
1063304,MS HAYWORTH APARTMENTS,35.9302300,-77.7853400,Active,40,2/13/15,2/12/35,2/12/35
1063009,ARC/HDS STANLY CO GROUP HOME #4,35.3739200,-80.1760900,Active,7,2/15/21,2/14/35,2/14/35
1062970,ARC/HDS ROCKINGHAM COUNTY GROUP HOME #6,36.4902000,-79.7448900,Active,7,2/16/21,2/15/35,2/15/35
1063274,BULLOCK/MCLEOD APARTMENTS,35.9323800,-77.8337400,Active,48,2/16/20,2/15/35,2/15/35
1063135,CHC OF METROLINA #3,35.0979500,-80.8426700,Active,7,2/22/21,2/21/35,2/21/35
1063156,HERITAGE HOMES APARTMENTS,36.3426200,-78.4013500,Active,50,7/1/06,2/26/35,6/1/41
1004621,FARM LANE APARTMENTS,35.2057230,-80.7397790,Active,120,5/1/80,2/28/35,2/1/39
1019749,EAST WINDS,35.6759330,-80.4317680,Active,50,3/1/15,2/28/35,2/28/35
1063484,WILLIAMSTON HOMES FOR THE ELDERLY,35.8524890,-77.0507880,Active,50,12/1/78,2/28/35,11/1/40
1063365,PLAZA MANOR APARTMENTS,34.7789090,-77.4211470,Active,120,5/1/80,3/4/35,3/1/48
1063030,HIGHWOOD APARTMENTS,35.2367240,-82.2150720,Active,44,11/1/06,3/5/35,10/1/41
1128122,,35.2604020,-81.1673750,Active,8,3/13/15,3/13/35,3/13/35
1065324,WILLOW POND,35.9066110,-80.5774840,Active,50,1/1/14,3/20/35,1/1/44
1121475,CEDAR RIDGE APARTMENTS,35.8813500,-80.5716800,Active,24,4/19/85,3/31/35,3/31/35
1065693,TIMBER SPRING,35.6865920,-78.6011350,Active,48,1/1/14,4/9/35,1/1/44
1063256,SPENCER BROWN THOMAS HOMES,36.0995300,-79.4307000,Active,40,4/2/87,4/14/35,3/1/51
1121031,MCLEOD VILLAGE APARTMENTS,34.6204900,-78.6065400,Active,40,5/1/85,4/19/35,4/19/35
1065316,VIRIDIAN,35.9135360,-81.5204700,Active,64,1/1/15,4/24/35,1/1/45
1063166,WNC COMMUNITY HOMES #5,35.2895200,-81.1562010,Active,7,4/26/20,4/25/35,4/25/35
1063244,HORACE A HESTER APARTMENTS,34.5353290,-78.7936800,Active,4,5/1/15,4/30/35,4/30/35
1120698,KING HILL,35.7420040,-79.6517020,Active,40,5/16/85,5/1/35,5/1/35
1146694,,35.8858340,-80.5620500,Active,3,5/1/15,5/1/35,5/1/35
1116284,WESLEYAN HOMES II,35.3857500,-79.8769200,Active,30,8/17/92,5/5/35,5/5/35
1063221,CHC OF WAYNE CO,35.3709000,-77.9692400,Active,7,5/10/20,5/9/35,5/9/35
1065334,BRIGHTON POINTE,35.8912110,-78.5102640,Active,80,1/1/14,5/14/35,1/1/44
1063355,WEST HILL APARTMENTS,36.0942400,-80.2635600,Active,64,10/1/78,5/31/35,12/1/52
1063253,OXFORD HOMES FOR THE ELDERLY,36.3102000,-78.5786900,Active,50,12/1/78,6/2/35,11/1/40
1118929,MARY LEIGHS COTTAG,35.2428400,-81.3522900,Active,8,6/15/05,6/8/35,6/8/35
1063482,WESTWOOD ARMS,35.1254700,-77.0913700,Active,76,2/1/78,6/10/35,6/1/53
1063237,STONEHAVEN EAST,35.1552200,-80.7535900,Active,240,6/16/15,6/15/35,1/1/48
1011251,,35.2344850,-81.3444650,Active,19,6/19/15,6/19/35,6/19/35
1118124,WACCAMAW VILLAGE APARTMENTS,34.3177860,-78.4941810,Active,30,7/1/85,6/19/35,6/19/35
1118574,DEER HILL II APARTMENTS,35.4193700,-80.8568100,Active,48,7/1/85,6/19/35,11/23/37
1019759,CYPRESS VILLAGE,34.3097900,-79.0383700,Active,40,7/1/15,6/30/35,6/30/35
1063209,UNIVERSITY TOWERS,35.6118800,-77.3680900,Active,60,7/18/15,7/17/35,7/17/35
1119881,LA SHAWN VALLEY APARTMENTS,36.1084400,-79.5543500,Active,22,1/1/91,7/27/35,5/31/41
1016017,CLUB APARTMENTS,35.8175800,-80.2366600,Active,87,1/1/74,7/31/35,7/31/35
1063249,CHC OF RANDOLPH CO,35.7727200,-79.8110000,Active,7,8/4/20,8/3/35,8/3/35
1063126,CHC OF ANSON CO,34.9582360,-80.0611550,Active,7,8/23/20,8/22/35,8/22/35
1065345,THE VILLAS AT HOPE CREST,35.6649230,-80.5023970,Active,55,1/1/13,8/27/35,1/1/44
1063109,MEADOWS APARTMENTS (THE),36.1328400,-80.6759600,Active,30,9/1/15,8/31/35,8/31/35
1146689,,35.0394170,-78.8533000,Active,3,9/4/15,9/4/35,9/4/35
1116773,NEW SUNRISE NUEVO AMANECER,35.5617220,-77.0708750,Active,24,9/29/05,9/22/35,9/22/35
1121708,LOUISBURG ELDERLY APARTMENTS,36.1041100,-78.2353170,Active,30,2/29/80,9/23/35,9/23/35
1063100,RSS INDEPENDENT LIVING APARTMENTS #1,35.2094300,-80.7358500,Active,3,9/28/20,9/27/35,9/27/35
1063251,CHC OF BURKE #1,35.7416970,-81.6845600,Active,7,9/28/20,9/27/35,9/27/35
1063327,PINES OF ABERDEEN,35.1535700,-79.4110000,Active,24,9/29/20,9/28/35,9/28/35
1063246,UNIVERSITY PLACE (MACMILLAN AVE),34.2178010,-77.8812280,Active,150,3/1/04,10/26/35,6/1/48
1063139,CAC OF CARTERET CO,34.7310260,-76.7588300,Active,9,11/1/20,10/31/35,10/31/35
1122032,MEADOW GARDEN APARTMENTS,35.2909860,-82.4311690,Active,42,2/19/86,10/31/35,10/31/35
1146687,,35.9915140,-78.9169930,Active,2,11/5/15,11/5/35,11/5/35
1063265,VIEWMONT APARTMENTS,35.2025060,-82.2341950,Active,12,12/3/15,12/2/35,12/2/35
1063291,FOREST HILLS MANOR,35.7137000,-77.9539210,Active,80,7/1/81,12/3/35,12/1/48
1128133,,35.8234120,-82.5387290,Active,48,12/7/15,12/7/35,12/7/35
1118621,COACHWOOD APARTMENTS I,36.0539140,-79.1095980,Active,43,8/4/81,12/11/35,1/25/47
1119647,NICOL ARMS APARTMENTS,35.3708200,-83.2422900,Active,40,3/25/86,12/23/35,12/23/35
1019440,CRAVEN TERRACE II,35.1103180,-77.0508960,Active,188,1/1/15,12/31/35,1/1/47
1063145,AGAPE RETIREMENT HOME INC,35.7451100,-81.5687600,Active,30,10/1/08,12/31/35,9/1/43
1064327,MT MORIAH MANOR,35.8677450,-80.3144770,Active,75,12/6/85,12/31/35,1/1/46
1063188,CRYSTAL COVE APARTMENTS,35.7450700,-78.6575600,Active,50,4/1/82,1/1/36,10/31/36
1063263,FAYETTEVILLE GARDENS,35.0417700,-78.9253500,Active,100,2/1/82,1/1/36,1/31/40
1064053,ABBINGTON APARTMENTS,35.2783900,-81.0540200,Active,80,1/1/06,1/1/36,5/1/49
1064055,ASHEBROOKE APARTMENTS,35.3808800,-77.9168700,Active,55,1/1/06,1/1/36,1/1/36
1064057,BAYLEAF PLANTATION,35.5529650,-77.0385830,Active,36,1/1/06,1/1/36,1/1/36
1064059,BEAUFORT MANOR APARTMENTS,34.7372200,-76.6389900,Active,35,1/1/06,1/1/36,1/1/36
1064061,CARLTON PLACE,35.7752300,-78.6329500,Active,80,1/1/06,1/1/36,1/1/36
1064065,CLIFTON PARK,35.5537080,-77.0389330,Active,48,1/1/06,1/1/36,1/1/36
1064067,EAST BROAD CROSSING,35.7950800,-80.8492800,Active,50,1/1/06,1/1/36,11/1/55
1064083,SUTTON PLACE APARTMENTS,35.7526400,-77.9605300,Active,48,1/1/06,1/1/36,1/1/36
1064086,THE HAVEN AT MOUNTAIN OAKS,35.3477600,-83.2409500,Active,24,1/1/06,1/1/36,1/1/36
1064090,WILLOW GROVE,34.8117000,-79.1698400,Active,24,1/1/06,1/1/36,1/1/36
1064092,WYNDSOR PARK APARTMENTS,35.0979600,-77.0720700,Active,56,1/1/06,1/1/36,12/1/52
1064241,MONTGOMERY GARDENS,35.3065500,-80.8575400,Active,76,1/1/06,1/1/36,1/1/36
1064270,UNIVERSITY SQUARE SENIOR APARTMENTS,35.3157400,-80.6985600,Active,90,1/1/06,1/1/36,1/1/36
1064373,NIA POINT,35.2547380,-80.8620080,Active,81,1/1/06,1/1/36,1/1/36
1064391,TOKAY GREEN APARTMENTS,35.0726380,-78.8819330,Active,80,1/1/06,1/1/36,1/1/36
1064552,ALDER'S POINT,36.0796460,-80.2374110,Active,100,1/1/06,1/1/36,1/1/36
1064708,CANEBREAK APARTMENTS,34.2359400,-77.8835900,Active,32,1/1/06,1/1/36,1/1/36
1064831,BRADBURY APARTMENTS,35.6927300,-81.2315600,Active,40,1/1/06,1/1/36,1/1/36
1064872,WINDSOR PLACE AT RANDLEMAN,35.8067500,-79.8027200,Active,56,1/1/06,1/1/36,1/1/36
1064886,EAST HARPER STREET APARTMENTS,35.9162400,-81.5349300,Active,46,1/1/06,1/1/36,1/1/36
1064962,WELDON DOWNTOWN APARTMENTS,36.4275300,-77.5963800,Active,24,1/1/06,1/1/36,1/1/36
1106579,HAMILTON RIDGE,35.9745000,-77.2837000,Active,24,1/1/06,1/1/36,1/1/36
1106749,AUTUMN TRACE APARTMENTS,35.8130520,-78.5777520,Active,34,1/1/06,1/1/36,1/1/36
1107082,PINE CHASE,34.9796890,-78.9567210,Active,32,1/1/06,1/1/36,1/1/36
1107085,WYNDSOR DOWNS,34.9999320,-80.2147280,Active,32,1/1/06,1/1/36,1/1/36
1107104,LAKE VISTA APARTMENTS,35.4107080,-82.1986360,Active,32,1/1/06,1/1/36,1/1/36
1107319,EASTSIDE GREEN APARTMENTS,35.0362800,-78.8497900,Active,60,1/1/06,1/1/36,1/1/36
1107660,FOREST HILLS,35.9172500,-82.3334590,Active,40,1/1/06,1/1/36,1/1/36
1108249,GREENRIDGE,34.9267060,-79.7410490,Active,48,1/1/06,1/1/36,1/1/36
1108375,AUSTIN'S RIDGE,35.1601280,-79.4077630,Active,52,1/1/06,1/1/36,4/6/46
1117161,PINE TREE APARTMENTS,36.3577020,-78.6482980,Active,21,2/20/86,1/9/36,1/9/36
1114953,FOX RIDGE APARTMENTS,34.8028700,-78.9598000,Active,52,8/21/81,1/16/36,1/1/37
1063261,BRANDYWOOD ACRES,34.7445300,-77.3746700,Active,80,3/1/05,1/23/36,12/1/48
1062978,ARC/HDS ROBESON COUNTY GROUP HOME #4,34.4905510,-79.1140110,Active,7,1/29/21,1/28/36,1/28/36
1115864,LANDMARK APARTMENTS,35.8025500,-81.4213100,Active,40,2/21/86,1/31/36,1/31/36
1118431,DREXEL APARTMENTS,35.7537910,-81.6048550,Active,40,2/21/86,2/9/36,2/9/36
1128110,WILLOW CREEK APARTMENTS,35.8146780,-78.8477780,Active,21,2/12/16,2/12/36,2/12/36
1063454,METRO ARMS APARTMENTS,35.5459200,-77.0548700,Active,12,2/15/20,2/14/36,2/14/36
1063458,CAC OF GASTON CO,35.2375300,-81.1995500,Active,11,2/21/21,2/20/36,2/20/36
1116633,MEADOW HILL APARTMENTS II,36.2226400,-81.6579400,Active,48,3/10/83,2/22/36,12/27/36
1063208,CAC OF STANLY CO,35.3517800,-80.1930700,Active,11,2/27/21,2/26/36,2/26/36
1063415,LEWIS VILLAGE APARTMENTS,34.6423600,-78.6435600,Active,37,3/1/82,2/28/36,3/1/36
1004552,WATAUGA VILLAGE APARTMENTS,36.2135200,-81.6648100,Active,33,3/1/82,2/29/36,2/29/36
1063147,ARC/HDS FORSYTH CO GH #7,36.0445900,-80.3316400,Active,7,3/6/20,3/5/36,3/5/36
1118718,ROSEBORO VILLAGE APARTMENTS,34.9496910,-78.5050790,Active,36,3/19/86,3/6/36,3/6/36
1118600,WOODVIEW APARTMENTS,35.8465900,-76.7609000,Active,44,4/1/86,3/19/36,12/31/36
1117199,VILLAGE OAK APARTMENTS I,34.5475100,-78.7972000,Active,60,7/31/80,3/30/36,12/31/36
1063262,CHC OF HIGH POINT #2,35.9409960,-80.0312930,Active,7,4/3/21,4/2/36,4/2/36
1062924,ARC/HDS ORANGE COUNTY GROUP HOME #3,35.9175040,-79.0235110,Active,7,4/4/21,4/3/36,4/3/36
1065705,KITTRELL PLACE APARTMENTS,35.5605450,-77.3466420,Active,64,1/1/15,4/4/36,1/1/45
1104438,MARS HILL COMMONS,35.8824000,-82.5251000,Active,56,1/1/15,4/4/36,1/1/45
1128114,TYVOLA CROSSING,35.1832390,-80.8895460,Active,20,4/4/16,4/4/36,4/4/36
1128140,,35.9468030,-77.7858420,Active,1,4/11/16,4/11/36,9/12/36
1128116,,35.3987020,-80.5838150,Active,2,4/14/16,4/14/36,4/14/36
1119791,HIGH MEADOW APARTMENTS,35.7283960,-81.5642670,Active,40,6/9/86,4/27/36,4/27/36
1063179,OAKS (THE),35.3018200,-77.1603300,Active,48,11/1/81,4/30/36,7/1/49
1063320,TERA GARDENS APARTMENTS,35.1102500,-78.8747100,Active,120,10/1/04,4/30/36,3/1/49
1063353,PARKVIEW TERRACE,34.6100100,-79.0272500,Active,100,2/1/72,4/30/36,6/1/36
